mobility_type,x_time,y_ridership_change,state,city,x_date
transit_stations_percent_change_from_baseline,93957,-13.0,Florida,Madison County,12-Nov
workplaces_percent_change_from_baseline,93957,-16.0,Florida,Madison County,12-Nov
residential_percent_change_from_baseline,93957,,Florida,Madison County,12-Nov
retail_and_recreation_percent_change_from_baseline,93958,,Florida,Madison County,13-Nov
grocery_and_pharmacy_percent_change_from_baseline,93958,,Florida,Madison County,13-Nov
parks_percent_change_from_baseline,93958,,Florida,Madison County,13-Nov
transit_stations_percent_change_from_baseline,93958,-3.0,Florida,Madison County,13-Nov
workplaces_percent_change_from_baseline,93958,-16.0,Florida,Madison County,13-Nov
residential_percent_change_from_baseline,93958,,Florida,Madison County,13-Nov
retail_and_recreation_percent_change_from_baseline,93959,,Florida,Madison County,14-Nov
grocery_and_pharmacy_percent_change_from_baseline,93959,,Florida,Madison County,14-Nov
parks_percent_change_from_baseline,93959,,Florida,Madison County,14-Nov
transit_stations_percent_change_from_baseline,93959,-1.0,Florida,Madison County,14-Nov
workplaces_percent_change_from_baseline,93959,-7.0,Florida,Madison County,14-Nov
residential_percent_change_from_baseline,93959,,Florida,Madison County,14-Nov
retail_and_recreation_percent_change_from_baseline,93960,,Florida,Madison County,15-Nov
grocery_and_pharmacy_percent_change_from_baseline,93960,,Florida,Madison County,15-Nov
parks_percent_change_from_baseline,93960,,Florida,Madison County,15-Nov
transit_stations_percent_change_from_baseline,93960,9.0,Florida,Madison County,15-Nov
workplaces_percent_change_from_baseline,93960,-16.0,Florida,Madison County,15-Nov
residential_percent_change_from_baseline,93960,,Florida,Madison County,15-Nov
retail_and_recreation_percent_change_from_baseline,93961,,Florida,Madison County,16-Nov
grocery_and_pharmacy_percent_change_from_baseline,93961,,Florida,Madison County,16-Nov
parks_percent_change_from_baseline,93961,,Florida,Madison County,16-Nov
transit_stations_percent_change_from_baseline,93961,-1.0,Florida,Madison County,16-Nov
workplaces_percent_change_from_baseline,93961,-20.0,Florida,Madison County,16-Nov
residential_percent_change_from_baseline,93961,,Florida,Madison County,16-Nov
retail_and_recreation_percent_change_from_baseline,93962,,Florida,Madison County,17-Nov
grocery_and_pharmacy_percent_change_from_baseline,93962,,Florida,Madison County,17-Nov
parks_percent_change_from_baseline,93962,,Florida,Madison County,17-Nov
transit_stations_percent_change_from_baseline,93962,8.0,Florida,Madison County,17-Nov
workplaces_percent_change_from_baseline,93962,-15.0,Florida,Madison County,17-Nov
residential_percent_change_from_baseline,93962,,Florida,Madison County,17-Nov
retail_and_recreation_percent_change_from_baseline,93963,,Florida,Madison County,18-Nov
grocery_and_pharmacy_percent_change_from_baseline,93963,,Florida,Madison County,18-Nov
parks_percent_change_from_baseline,93963,,Florida,Madison County,18-Nov
transit_stations_percent_change_from_baseline,93963,6.0,Florida,Madison County,18-Nov
workplaces_percent_change_from_baseline,93963,-16.0,Florida,Madison County,18-Nov
residential_percent_change_from_baseline,93963,,Florida,Madison County,18-Nov
retail_and_recreation_percent_change_from_baseline,93964,,Florida,Madison County,19-Nov
grocery_and_pharmacy_percent_change_from_baseline,93964,,Florida,Madison County,19-Nov
parks_percent_change_from_baseline,93964,,Florida,Madison County,19-Nov
transit_stations_percent_change_from_baseline,93964,2.0,Florida,Madison County,19-Nov
workplaces_percent_change_from_baseline,93964,-18.0,Florida,Madison County,19-Nov
residential_percent_change_from_baseline,93964,,Florida,Madison County,19-Nov
retail_and_recreation_percent_change_from_baseline,93965,,Florida,Madison County,20-Nov
grocery_and_pharmacy_percent_change_from_baseline,93965,,Florida,Madison County,20-Nov
parks_percent_change_from_baseline,93965,,Florida,Madison County,20-Nov
transit_stations_percent_change_from_baseline,93965,9.0,Florida,Madison County,20-Nov
workplaces_percent_change_from_baseline,93965,-15.0,Florida,Madison County,20-Nov
residential_percent_change_from_baseline,93965,,Florida,Madison County,20-Nov
retail_and_recreation_percent_change_from_baseline,93966,,Florida,Madison County,21-Nov
grocery_and_pharmacy_percent_change_from_baseline,93966,,Florida,Madison County,21-Nov
parks_percent_change_from_baseline,93966,,Florida,Madison County,21-Nov
transit_stations_percent_change_from_baseline,93966,41.0,Florida,Madison County,21-Nov
workplaces_percent_change_from_baseline,93966,-5.0,Florida,Madison County,21-Nov
residential_percent_change_from_baseline,93966,,Florida,Madison County,21-Nov
retail_and_recreation_percent_change_from_baseline,93967,,Florida,Madison County,22-Nov
grocery_and_pharmacy_percent_change_from_baseline,93967,,Florida,Madison County,22-Nov
parks_percent_change_from_baseline,93967,,Florida,Madison County,22-Nov
transit_stations_percent_change_from_baseline,93967,23.0,Florida,Madison County,22-Nov
workplaces_percent_change_from_baseline,93967,-17.0,Florida,Madison County,22-Nov
residential_percent_change_from_baseline,93967,,Florida,Madison County,22-Nov
retail_and_recreation_percent_change_from_baseline,93968,,Florida,Madison County,23-Nov
grocery_and_pharmacy_percent_change_from_baseline,93968,,Florida,Madison County,23-Nov
parks_percent_change_from_baseline,93968,,Florida,Madison County,23-Nov
transit_stations_percent_change_from_baseline,93968,10.0,Florida,Madison County,23-Nov
workplaces_percent_change_from_baseline,93968,-24.0,Florida,Madison County,23-Nov
residential_percent_change_from_baseline,93968,,Florida,Madison County,23-Nov
retail_and_recreation_percent_change_from_baseline,93969,,Florida,Madison County,24-Nov
grocery_and_pharmacy_percent_change_from_baseline,93969,,Florida,Madison County,24-Nov
parks_percent_change_from_baseline,93969,,Florida,Madison County,24-Nov
transit_stations_percent_change_from_baseline,93969,37.0,Florida,Madison County,24-Nov
workplaces_percent_change_from_baseline,93969,-28.0,Florida,Madison County,24-Nov
residential_percent_change_from_baseline,93969,,Florida,Madison County,24-Nov
retail_and_recreation_percent_change_from_baseline,93970,,Florida,Madison County,25-Nov
grocery_and_pharmacy_percent_change_from_baseline,93970,,Florida,Madison County,25-Nov
parks_percent_change_from_baseline,93970,,Florida,Madison County,25-Nov
transit_stations_percent_change_from_baseline,93970,48.0,Florida,Madison County,25-Nov
workplaces_percent_change_from_baseline,93970,-32.0,Florida,Madison County,25-Nov
residential_percent_change_from_baseline,93970,,Florida,Madison County,25-Nov
retail_and_recreation_percent_change_from_baseline,93971,,Florida,Madison County,26-Nov
grocery_and_pharmacy_percent_change_from_baseline,93971,,Florida,Madison County,26-Nov
parks_percent_change_from_baseline,93971,,Florida,Madison County,26-Nov
transit_stations_percent_change_from_baseline,93971,-22.0,Florida,Madison County,26-Nov
workplaces_percent_change_from_baseline,93971,-71.0,Florida,Madison County,26-Nov
residential_percent_change_from_baseline,93971,,Florida,Madison County,26-Nov
retail_and_recreation_percent_change_from_baseline,93972,,Florida,Madison County,27-Nov
grocery_and_pharmacy_percent_change_from_baseline,93972,,Florida,Madison County,27-Nov
parks_percent_change_from_baseline,93972,,Florida,Madison County,27-Nov
transit_stations_percent_change_from_baseline,93972,-9.0,Florida,Madison County,27-Nov
workplaces_percent_change_from_baseline,93972,-50.0,Florida,Madison County,27-Nov
residential_percent_change_from_baseline,93972,,Florida,Madison County,27-Nov
retail_and_recreation_percent_change_from_baseline,93973,,Florida,Madison County,28-Nov
grocery_and_pharmacy_percent_change_from_baseline,93973,,Florida,Madison County,28-Nov
parks_percent_change_from_baseline,93973,,Florida,Madison County,28-Nov
transit_stations_percent_change_from_baseline,93973,52.0,Florida,Madison County,28-Nov
workplaces_percent_change_from_baseline,93973,-5.0,Florida,Madison County,28-Nov
residential_percent_change_from_baseline,93973,,Florida,Madison County,28-Nov
retail_and_recreation_percent_change_from_baseline,93974,,Florida,Madison County,29-Nov
grocery_and_pharmacy_percent_change_from_baseline,93974,,Florida,Madison County,29-Nov
parks_percent_change_from_baseline,93974,,Florida,Madison County,29-Nov
transit_stations_percent_change_from_baseline,93974,63.0,Florida,Madison County,29-Nov
workplaces_percent_change_from_baseline,93974,-21.0,Florida,Madison County,29-Nov
residential_percent_change_from_baseline,93974,,Florida,Madison County,29-Nov
retail_and_recreation_percent_change_from_baseline,93975,,Florida,Madison County,30-Nov
grocery_and_pharmacy_percent_change_from_baseline,93975,,Florida,Madison County,30-Nov
parks_percent_change_from_baseline,93975,,Florida,Madison County,30-Nov
transit_stations_percent_change_from_baseline,93975,14.0,Florida,Madison County,30-Nov
workplaces_percent_change_from_baseline,93975,-15.0,Florida,Madison County,30-Nov
residential_percent_change_from_baseline,93975,,Florida,Madison County,30-Nov
retail_and_recreation_percent_change_from_baseline,93976,,Florida,Madison County,01-Dec
grocery_and_pharmacy_percent_change_from_baseline,93976,,Florida,Madison County,01-Dec
parks_percent_change_from_baseline,93976,,Florida,Madison County,01-Dec
transit_stations_percent_change_from_baseline,93976,6.0,Florida,Madison County,01-Dec
workplaces_percent_change_from_baseline,93976,-16.0,Florida,Madison County,01-Dec
residential_percent_change_from_baseline,93976,,Florida,Madison County,01-Dec
retail_and_recreation_percent_change_from_baseline,93977,,Florida,Madison County,02-Dec
grocery_and_pharmacy_percent_change_from_baseline,93977,,Florida,Madison County,02-Dec
parks_percent_change_from_baseline,93977,,Florida,Madison County,02-Dec
transit_stations_percent_change_from_baseline,93977,8.0,Florida,Madison County,02-Dec
workplaces_percent_change_from_baseline,93977,-15.0,Florida,Madison County,02-Dec
residential_percent_change_from_baseline,93977,,Florida,Madison County,02-Dec
retail_and_recreation_percent_change_from_baseline,93978,,Florida,Madison County,03-Dec
grocery_and_pharmacy_percent_change_from_baseline,93978,,Florida,Madison County,03-Dec
parks_percent_change_from_baseline,93978,,Florida,Madison County,03-Dec
transit_stations_percent_change_from_baseline,93978,-1.0,Florida,Madison County,03-Dec
workplaces_percent_change_from_baseline,93978,-12.0,Florida,Madison County,03-Dec
residential_percent_change_from_baseline,93978,,Florida,Madison County,03-Dec
retail_and_recreation_percent_change_from_baseline,93979,,Florida,Madison County,04-Dec
grocery_and_pharmacy_percent_change_from_baseline,93979,,Florida,Madison County,04-Dec
parks_percent_change_from_baseline,93979,,Florida,Madison County,04-Dec
transit_stations_percent_change_from_baseline,93979,6.0,Florida,Madison County,04-Dec
workplaces_percent_change_from_baseline,93979,-14.0,Florida,Madison County,04-Dec
residential_percent_change_from_baseline,93979,,Florida,Madison County,04-Dec
retail_and_recreation_percent_change_from_baseline,93980,,Florida,Madison County,05-Dec
grocery_and_pharmacy_percent_change_from_baseline,93980,,Florida,Madison County,05-Dec
parks_percent_change_from_baseline,93980,,Florida,Madison County,05-Dec
transit_stations_percent_change_from_baseline,93980,10.0,Florida,Madison County,05-Dec
workplaces_percent_change_from_baseline,93980,1.0,Florida,Madison County,05-Dec
residential_percent_change_from_baseline,93980,,Florida,Madison County,05-Dec
retail_and_recreation_percent_change_from_baseline,93981,,Florida,Madison County,06-Dec
grocery_and_pharmacy_percent_change_from_baseline,93981,,Florida,Madison County,06-Dec
parks_percent_change_from_baseline,93981,,Florida,Madison County,06-Dec
transit_stations_percent_change_from_baseline,93981,1.0,Florida,Madison County,06-Dec
workplaces_percent_change_from_baseline,93981,-17.0,Florida,Madison County,06-Dec
residential_percent_change_from_baseline,93981,,Florida,Madison County,06-Dec
retail_and_recreation_percent_change_from_baseline,93982,,Florida,Madison County,07-Dec
grocery_and_pharmacy_percent_change_from_baseline,93982,,Florida,Madison County,07-Dec
parks_percent_change_from_baseline,93982,,Florida,Madison County,07-Dec
transit_stations_percent_change_from_baseline,93982,-6.0,Florida,Madison County,07-Dec
workplaces_percent_change_from_baseline,93982,-18.0,Florida,Madison County,07-Dec
residential_percent_change_from_baseline,93982,,Florida,Madison County,07-Dec
retail_and_recreation_percent_change_from_baseline,93983,,Florida,Madison County,08-Dec
grocery_and_pharmacy_percent_change_from_baseline,93983,,Florida,Madison County,08-Dec
parks_percent_change_from_baseline,93983,,Florida,Madison County,08-Dec
transit_stations_percent_change_from_baseline,93983,8.0,Florida,Madison County,08-Dec
workplaces_percent_change_from_baseline,93983,-16.0,Florida,Madison County,08-Dec
residential_percent_change_from_baseline,93983,,Florida,Madison County,08-Dec
retail_and_recreation_percent_change_from_baseline,93984,,Florida,Madison County,09-Dec
grocery_and_pharmacy_percent_change_from_baseline,93984,,Florida,Madison County,09-Dec
parks_percent_change_from_baseline,93984,,Florida,Madison County,09-Dec
transit_stations_percent_change_from_baseline,93984,-1.0,Florida,Madison County,09-Dec
workplaces_percent_change_from_baseline,93984,-15.0,Florida,Madison County,09-Dec
residential_percent_change_from_baseline,93984,,Florida,Madison County,09-Dec
retail_and_recreation_percent_change_from_baseline,93985,,Florida,Madison County,10-Dec
grocery_and_pharmacy_percent_change_from_baseline,93985,,Florida,Madison County,10-Dec
parks_percent_change_from_baseline,93985,,Florida,Madison County,10-Dec
transit_stations_percent_change_from_baseline,93985,0.0,Florida,Madison County,10-Dec
workplaces_percent_change_from_baseline,93985,-12.0,Florida,Madison County,10-Dec
residential_percent_change_from_baseline,93985,,Florida,Madison County,10-Dec
retail_and_recreation_percent_change_from_baseline,93986,,Florida,Madison County,11-Dec
grocery_and_pharmacy_percent_change_from_baseline,93986,,Florida,Madison County,11-Dec
parks_percent_change_from_baseline,93986,,Florida,Madison County,11-Dec
transit_stations_percent_change_from_baseline,93986,-4.0,Florida,Madison County,11-Dec
workplaces_percent_change_from_baseline,93986,-12.0,Florida,Madison County,11-Dec
